,Magnetic potential
56297,0.3494954190480667
56298,0.34949533218646067
56299,0.349495260619909
56300,0.339254141952299
56301,0.3392541087632058
56302,0.3392540944379432
56303,0.3392540993590316
56304,0.33925412330340593
56305,0.339254165464947
56306,0.3392542245136328
56307,0.3392542986832994
56308,0.33925438587751794
56309,0.3392544837825048
56310,0.33925458997702407
56311,0.33925470203139346
56312,0.33925481759036274
56313,0.339254934437266
56314,0.33925505053910265
56315,0.3392551640738797
56316,0.3392552734426252
56317,0.3392553772690184
56318,0.33925547438969034
56319,0.3392555638380743
56320,0.33925564482432646
56321,0.3392557167134084
56322,0.33925577900298476
56323,0.3392558313023859
56324,0.3392558733135407
56325,0.33925590481451484
56326,0.3392559256460792
56327,0.33925593570158796
56328,0.339255934920357
56329,0.3392559232846666
56330,0.33925590082048895
56331,0.33925586760201576
56332,0.3392558237600364
56333,0.33925576949417535
56334,0.3392557050889134
56335,0.33925563093317695
56336,0.33925554754306697
56337,0.3392554555869789
56338,0.33925535591194494
56339,0.3392552495694906
56340,0.33925513783866507
56341,0.3392550222432382
56342,0.3392549045594418
56343,0.33925478681023125
56344,0.3392546712420481
56345,0.3392545602806899
56346,0.33925445646433877
56347,0.33925436235413153
56348,0.3392542804257464
56349,0.33925421294893604
56350,0.31727727031349123
56351,0.31727723893087345
56352,0.3172772254000875
56353,0.3172772300814708
56354,0.31727725276441915
56355,0.31727729268868593
56356,0.317277348600151
56357,0.31727741883347516
56358,0.3172775014117309
56359,0.3172775941525666
56360,0.31727769477147005
56361,0.3172778009747433
56362,0.31727791053731447
56363,0.3172780213629876
56364,0.3172781315268392
56365,0.3172782393010346
56366,0.3172783431663323
56367,0.3172784418120328
56368,0.3172785341272238
56369,0.3172786191860011
56370,0.31727869622900934
56371,0.3172787646432468
56372,0.31727882394166873
56373,0.31727887374375313
56374,0.31727891375787204
56375,0.3172789437660619
56376,0.3172789636115917
56377,0.31727897318959447
56378,0.31727897244093983
56379,0.3172789613494684
56380,0.3172789399426788
56381,0.3172789082959376
56382,0.31727886654025683
56383,0.31727881487364146
56384,0.31727875357593327
56385,0.3172786830269475
56386,0.3172786037274994
56387,0.3172785163226268
56388,0.3172784216259249
56389,0.31727832064340733
56390,0.3172782145947252
56391,0.3172781049289467
56392,0.317277993331522
56393,0.31727788171867444
56394,0.31727777221544123
56395,0.31727766711416444
56396,0.31727756881156544
56397,0.3172774797247177
56398,0.31727740218914185
56399,0.31727733834550964
56400,0.29126140540589573
56401,0.2912613756592991
56402,0.29126136285074994
56403,0.2912613673211636
56404,0.2912613888701423
56405,0.29126142677631284
56406,0.2912614798503917
56407,0.29126154651371644
56408,0.2912616248927893
56409,0.29126171291988967
56410,0.291261808430803
56411,0.2912619092526868
56412,0.2912620132774981
56413,0.29126211851876393
56414,0.29126222315147243
56415,0.29126232553633224
56416,0.29126242423057197
56417,0.29126251798790204
56418,0.29126260575033286
56419,0.2912626866343706
56420,0.2912627599137899
56421,0.2912628250007998
56422,0.29126288142703427
56423,0.29126292882544846
56424,0.2912629669139049
56425,0.29126299548099666
56426,0.2912630143744792
56427,0.29126302349255473
56428,0.2912630227781733
56429,0.2912630122164621
56430,0.29126299183536797
56431,0.29126296170957744
56432,0.2912629219677564
56433,0.29126287280311397
56434,0.29126281448722446
56435,0.29126274738692215
56436,0.2912626719839009
56437,0.29126258889637924
56438,0.2912624989018283
56439,0.2912624029592892
56440,0.2912623022292552
56441,0.29126219808849774
56442,0.29126209213665466
56443,0.2912619861910234
56444,0.29126188226596494
56445,0.2912617825338466
56446,0.2912616892657005
56447,0.29126160475183555
56448,0.291261531205407
56449,0.2912614706550669
56450,0.2652417915646359
56451,0.26524176332948096
56452,0.26524175118939924
56453,0.2652417554678202
56454,0.26524177597313486
56455,0.2652418120182286
56456,0.2652418624712483
56457,0.2652419258306195
56458,0.2652420003152344
56459,0.26524208396028753
56460,0.2652421747102109
56461,0.2652422705020744
56462,0.26524236933513157
56463,0.2652424693244538
56464,0.2652425687384973
56465,0.26524266602183977
56466,0.2652427598051915
56467,0.26524284890519445
56468,0.26524293231658
56469,0.2652430091990756
56470,0.26524307886113657
56471,0.26524314074221134
56472,0.26524319439487787
56473,0.26524323946785944
56474,0.2652432756906448
56475,0.2652433028602189
56476,0.265243320830243
56477,0.2652433295029068
56478,0.2652433288236026
56479,0.26524331877852064
56480,0.2652432993952466
56481,0.26524327074641885
56482,0.26524323295649055
56483,0.26524318621160414
56484,0.2652431307725232
56485,0.26524306699046063
56486,0.2652429953254685
56487,0.26524291636680425
56488,0.2652428308543454
56489,0.2652427396996798
56490,0.26524264400496955
56491,0.26524254507711353
56492,0.2652424444341914
56493,0.2652423438007888
56494,0.2652422450887553
56495,0.2652421503604212
56496,0.2652420617724743
56497,0.2652419815006621
56498,0.2652419116481328
56499,0.26524185414323104
56500,0.240837909687245
56501,0.24083788287512933
56502,0.2408378713644883
56503,0.2408378754625783
56504,0.24083789498574407
56505,0.24083792927822628
56506,0.24083797726085854
56507,0.24083803750292102
56508,0.24083810830840935
56509,0.2408381878075702
56510,0.2408382740455173
56511,0.2408383650615955
56512,0.24083845895540115
56513,0.24083855393754278
56514,0.2408386483650467
56515,0.24083874076263792
56516,0.24083882983194405
56517,0.24083891445104602
56518,0.2408389936668392
56519,0.24083906668248348
56520,0.240839132841913
56521,0.24083919161301648
56522,0.2408392425707458
56523,0.24083928538109195
56524,0.24083931978660203
56525,0.2408393455939007
56526,0.2408393626635266
56527,0.2408393709022842
56528,0.2408393702582443
56529,0.24083936071848489
56530,0.24083934230964332
56531,0.24083931510133874
56532,0.24083927921250725
56533,0.2408392348206661
56534,0.24083918217406475
56535,0.24083912160658227
56536,0.24083905355507262
56537,0.2408389785786217
56538,0.2408388973788548
56539,0.2408388108200107
56540,0.24083871994698863
56541,0.2408386259990191
56542,0.2408385304160799
56543,0.24083843483479642
56544,0.24083834107050017
56545,0.2408382510825554
56546,0.2408381669211797
56547,0.24083809065585798
56548,0.24083802428799822
56549,0.24083796965337206
56550,0.2184993030982565
56551,0.2184992776492855
56552,0.2184992667407987
56553,0.21849927066472244
56554,0.2184992892449268
56555,0.2184993218553375
56556,0.2184993674666717
56557,0.2184994247153033
56558,0.21849949198584284
56559,0.21849956749864075
56560,0.21849964939436198
56561,0.21849973580958282
56562,0.21849982493952394
56563,0.21849991508612904
56564,0.21850000469144415
56565,0.2185000923575196
56566,0.21850017685482706
56567,0.21850025712153343
56568,0.21850033225599685
56569,0.21850040150466515
56570,0.2185004642472495
56571,0.21850051998069966
56572,0.21850056830316428
56573,0.21850060889881406
56574,0.21850064152415297
56575,0.21850066599624424
56576,0.2185006821831315
56577,0.218500689996637
56578,0.21850068938765382
56579,0.21850068034401496
56580,0.21850066289100423
56581,0.21850063709456485
56582,0.21850060306725186
56583,0.2185005609769488
56584,0.21850051105832105
56585,0.21850045362688647
56586,0.21850038909543468
56587,0.2185003179923061
56588,0.21850024098072887
56589,0.21850015887800828
56590,0.21850007267287255
56591,0.21849998353873878
56592,0.21849989284014498
56593,0.21849980212921594
56594,0.2184997131289497
56595,0.21849962770051828
56596,0.2184995477928351
56597,0.21849947537443642
56598,0.21849941235017684
56599,0.21849936046803037
56600,0.198193425222054
56601,0.1981934010987243
56602,0.19819339077441311
56603,0.198193394526208
56604,0.19819341218535905
56605,0.198193443154696
56606,0.19819348645342827
56607,0.1981935407830795
56608,0.1981936046064679
56609,0.1981936762312932
56610,0.1981937538908085
56611,0.198193835815798
56612,0.19819392029416785
56613,0.19819400571647294
56614,0.19819409060737594
56615,0.19819417364424444
56616,0.1981942536648218
56617,0.19819432966623163
56618,0.1981944007975882
56619,0.1981944663482974
56620,0.1981945257338329
56621,0.1981945784804341
56622,0.1981946242098413
56623,0.1981946626248904
56624,0.19819469349654795
56625,0.19819471665277844
56626,0.19819473196949958
56627,0.19819473936378676
56628,0.19819473878943145
56629,0.19819473023492712
56630,0.19819471372394162
56631,0.19819468931833106
56632,0.1981946571237419
56633,0.19819461729782886
56634,0.19819457006107194
56635,0.19819451571009217
56636,0.19819445463322688
56637,0.19819438732791453
56638,0.19819431441914287
56639,0.1981942366778266
56640,0.19819415503750606
56641,0.19819407060723762
56642,0.19819398467803984
56643,0.19819389871988516
56644,0.1981938143661407
56645,0.1981937333827361
56646,0.19819365762034793
56647,0.1981935889496061
56648,0.1981935291816873
56649,0.1981934799793458
56650,0.17972069948779346
56651,0.1797206766700774
56652,0.17972066691929067
56653,0.1797206704979104
56654,0.179720687244619
56655,0.17972071659100497
56656,0.179720757604401
56657,0.179720809050865
56658,0.17972086947055127
56659,0.17972093725739513
56660,0.1797210107359183
56661,0.17972108822964694
56662,0.17972116811763397
56663,0.17972124887751412
56664,0.1797213291151199
56665,0.17972140758183988
56666,0.17972148318159276
56667,0.17972155496959177
56668,0.17972162214507897
56669,0.17972168404001965
56670,0.179721740105457
56671,0.17972178989689716
56672,0.17972183305977632
56673,0.17972186931578182
56674,0.17972189845056588
56675,0.17972192030321338
56676,0.1797219347576957
56677,0.1797219417364543
56678,0.17972194119620816
56679,0.17972193312604817
56680,0.17972191754787503
56681,0.17972189451923185
56682,0.17972186413858088
56683,0.1797218265530563
56684,0.17972178196868688
56685,0.1797217306630044
56686,0.17972167299982403
56687,0.17972160944578258
56688,0.17972154058793893
56689,0.17972146715136797
56690,0.17972139001522452
56691,0.17972131022524912
56692,0.1797212290001967
56693,0.17972114772930287
56694,0.17972106795780907
56695,0.1797209913579208
56696,0.17972091968353202
56697,0.17972085470869262
56698,0.17972079815205358
56699,0.17972075159210582
56700,0.16284460568177422
56701,0.16284458416314576
56702,0.16284457498093974
56703,0.16284457838305866
56704,0.1628445942158044
56705,0.16284462193982985
56706,0.16284466067095354
56707,0.16284470924011088
56708,0.16284476626504266
56709,0.1628448302260175
56710,0.16284489953873785
56711,0.16284497261919123
56712,0.16284504793712473
56713,0.1628451240566681
56714,0.1628451996641582
56715,0.1628452735843135
56716,0.16284534478656215
56717,0.16284541238360822
56718,0.1628454756243183
56719,0.1628455338828254
56720,0.16284558664546467
56721,0.16284563349683653
56722,0.16284567410599055
56723,0.16284570821345
56724,0.16284573561958066
56725,0.1628457561746351
56726,0.16284576977068357
56727,0.16284577633556074
56728,0.16284577582890994
56729,0.16284576824038297
56730,0.1628457535900455
56731,0.16284573193103896
56732,0.16284570335454812
56733,0.16284566799711067
56734,0.162845626050271
56735,0.16284557777250797
56736,0.16284552350324463
56737,0.1628454636785595
56738,0.16284539884794874
56739,0.1628453296911344
56740,0.16284525703347552
56741,0.16284518185805663
56742,0.1628451053120513
56743,0.1628450287046059
56744,0.1628449534933906
56745,0.16284488125729585
56746,0.1628448136536635
56747,0.16284475236000764
56748,0.16284469900233592
56749,0.1628446550746487
56750,0.14734013871907115
56751,0.1473401185032759
56752,0.14734010988908552
56753,0.1473401131097247
56754,0.14734012801939247
56755,0.1473401541084244
56756,0.14734019054200037
56757,0.14734023621695638
56758,0.14734028982967326
56759,0.14734034994772996
56760,0.1473404150788269
56761,0.14734048373201888
56762,0.14734055446812167
56763,0.14734062593791147
56764,0.14734069690818866
56765,0.1473407662768112
56766,0.14734083307842552
56767,0.14734089648288165
56768,0.14734095578831286
56769,0.1473410104106807
56770,0.14734105987131246
56771,0.14734110378365506
56772,0.14734114184017708
56773,0.14734117380009426
56774,0.147341199478385
56775,0.1473412187364012
56776,0.1473412314742665
56777,0.147341237625177
56778,0.1473412371516777
56779,0.14734123004396524
56780,0.14734121632026362
56781,0.14734119602932175
56782,0.14734116925508128
56783,0.14734113612355515
56784,0.14734109681192406
56785,0.14734105155979385
56786,0.1473410006824401
56787,0.14734094458569003
56788,0.14734088378183452
56789,0.14734081890562611
56790,0.14734075072900144
56791,0.14734068017270335
56792,0.14734060831252493
56793,0.14734053637755412
56794,0.14734046573770268
56795,0.14734039787811165
56796,0.1473403343588882
56797,0.14734027676011463
56798,0.1473402266141179
56799,0.14734018532933307
56800,0.1330085799664185
56801,0.13300856106483794
56802,0.13300855302138437
56803,0.1330085560544043
56804,0.13300857002632982
56805,0.13300859445800672
56806,0.1330086285651999
56807,0.13300867131213553
56808,0.13300872147544604
56809,0.13300877771161707
56810,0.1330088386218127
56811,0.13300890280940597
56812,0.13300896892726927
56813,0.1330090357135359
56814,0.13300910201591437
56815,0.13300916680561437
56816,0.13300922918252384
56817,0.13300928837352138
56818,0.13300934372579631
56819,0.13300939469687564
56820,0.1330094408427978
56821,0.1330094818055813
56822,0.13300951730086288
56823,0.13300954710633311
56824,0.13300957105140315
56825,0.13300958900838306
56826,0.13300960088534566
56827,0.13300960662077999
56828,0.13300960618009838
56829,0.1330095995540425
56830,0.1330095867590312
56831,0.13300956783949677
56832,0.13300954287225752
56833,0.13300951197296845
56834,0.13300947530466234
56835,0.13300943308833368
56836,0.13300938561540948
56837,0.13300933326178413
56838,0.13300927650285393
56839,0.13300921592866616
56840,0.13300915225790383
56841,0.13300908634898634
56842,0.13300901920613528
56843,0.13300895197792797
56844,0.13300888594576726
56845,0.13300882249998472
56846,0.13300876310210685
56847,0.1330087092332168
56848,0.13300866233027653
56849,0.13300862371449193
56850,0.1196792235048626
56851,0.11967920593435584
56852,0.11967919846674713
56853,0.1196792013052399
56854,0.1196792143208697
56855,0.1196792370659517
56856,0.11967926880828192
56857,0.11967930858126932
56858,0.11967935524377818
56859,0.11967940754321349
56860,0.11967946417611199
56861,0.11967952384186686
56862,0.1196795852868337
56863,0.11967964733762171
56864,0.119679708923658
56865,0.11967976909002799
56866,0.11967982700213822
56867,0.11967988194397274
56868,0.11967993331170292
56869,0.11967998060424381
56870,0.1196800234121046
56871,0.11968006140560694
56872,0.11968009432328489
56873,0.11968012196105082
56874,0.11968014416252643
56875,0.11968016081079705
56876,0.11968017182174698
56877,0.11968017713906842
56878,0.11968017673100147
56879,0.11968017058884495
56880,0.11968015872727786
56881,0.11968014118653492
56882,0.11968011803648361
56883,0.11968008938264427
56884,0.11968005537416923
56885,0.11968001621374137
56886,0.11967997216925169
56887,0.1196799235869594
56888,0.11967987090561062
56889,0.11967981467069157
56890,0.1196797555476203
56891,0.1196796943322664
56892,0.11967963195678157
56893,0.11967956948841496
56894,0.11967950811889663
56895,0.11967944914224171
56896,0.11967939391958744
56897,0.11967934383099163
56898,0.11967930021593316
56899,0.11967926430633574
56900,0.10720657484041735
56901,0.10720655862154878
56902,0.10720655173653912
56903,0.10720655437314498
56904,0.10720656641139222
56905,0.10720658743609741
56906,0.10720661676866067
56907,0.10720665351364322
56908,0.10720669661434264
56909,0.10720674491135207
56910,0.10720679719877135
56911,0.10720685227400942
56912,0.10720690897862559
56913,0.10720696622910655
56914,0.107207023037669
56915,0.10720707852402936
56916,0.10720713191958504
56917,0.10720718256566
56918,0.10720722990745324
56919,0.10720727348517367
56920,0.10720731292361274
56921,0.1072073479211518
56922,0.10720737823895674
56923,0.10720740369089954
56924,0.10720742413457357
56925,0.10720743946363812
56926,0.10720744960163495
56927,0.10720745449736008
56928,0.10720745412184063
56929,0.10720744846695347
56930,0.10720743754572068
56931,0.10720742139432349
56932,0.10720740007587977
56933,0.10720737368602631
56934,0.10720734236032371
56935,0.107207306283451
56936,0.10720726570006381
56937,0.10720722092704445
56938,0.10720717236666114
56939,0.10720712051987287
56940,0.10720706599867032
56941,0.10720700953595493
56942,0.10720695199107974
56943,0.10720689434888532
56944,0.10720683770997835
56945,0.10720678327025042
56946,0.1072067322883398
56947,0.10720668604096315
56948,0.10720664576773153
56949,0.10720661260899961
56950,0.09546639908632665
56951,0.09546638424190652
56952,0.09546637794728641
56953,0.09546638037445299
56954,0.09546639141281327
56955,0.09546641068074446
56956,0.0954664375548768
56957,0.09546647121297272
56958,0.09546651068507002
56959,0.09546655490734915
56960,0.09546660277381463
56961,0.09546665318205323
56962,0.09546670507072404
56963,0.09546675744776939
56964,0.09546680940943753
56965,0.09546686015098951
56966,0.09546690897042748
56967,0.09546695526676975
56968,0.09546699853438624
56969,0.09546703835476052
56970,0.09546707438683162
56971,0.09546710635683232
56972,0.09546713404831458
56973,0.09546715729285649
56974,0.09546717596178522
56975,0.09546718995912976
56976,0.09546719921593207
56977,0.09546720368599071
56978,0.09546720334308113
56979,0.09546719817968466
56980,0.09546718820725876
56981,0.0954671734580866
56982,0.095467153988749
56983,0.09546712988525796
56984,0.0954671012698714
56985,0.09546706830956093
56986,0.09546703122602013
56987,0.09546699030696577
56988,0.09546694591829065
56989,0.09546689851636617
56990,0.09546684865947404
56991,0.09546679701698753
56992,0.0954667443745716
56993,0.09546669163340356
56994,0.09546663980133581
56995,0.09546658997415038
56996,0.09546654330570649
56997,0.09546650096690898
56998,0.09546646409498119
56999,0.09546643373631
57000,0.08435187141986544
57001,0.08435185797374468
57002,0.08435185227783892
57003,0.08435185448803834
57004,0.0843518645035152
57005,0.08435188197725953
57006,0.08435190634275305
57007,0.0843519368530111
57008,0.08435197262713329
57009,0.08435201269931643
57010,0.08435205606585777
57011,0.08435210172674745
57012,0.08435214871971748
57013,0.0843521961458323
57014,0.08435224318670737
57015,0.08435228911415722
57016,0.08435233329349374
57017,0.08435237518186862
57018,0.08435241432303997
57019,0.08435245033980922
57020,0.08435248292517851
57021,0.08435251183306221
57022,0.08435253686918046
57023,0.08435255788258314
57024,0.08435257475810576
57025,0.08435258740995062
57026,0.08435259577650758
57027,0.08435259981648048
57028,0.08435259950635748
57029,0.08435259483925428
57030,0.0843525858251591
57031,0.08435257249261416
57032,0.08435255489187435
57033,0.08435253309957959
57034,0.08435250722496068
57035,0.08435247741755525
57036,0.08435244387633342
57037,0.08435240686001018
57038,0.08435236669814357
57039,0.08435232380238189
57040,0.08435227867693007
57041,0.08435223192697823
57042,0.08435218426351498
57043,0.08435213650270248
57044,0.08435208955791695
57045,0.0843520444227657
57046,0.08435200214398506
57047,0.08435196378415044
57048,0.08435193037554756
57049,0.08435190286818035
57050,0.07377022540381695
57051,0.07377021337988848
57052,0.07377020829114382
57053,0.07377021027705817
57054,0.07377021924693888
57055,0.073770234889406
57056,0.07377025669636407
57057,0.07377028399807506
57058,0.07377031600496403
57059,0.07377035185162226
57060,0.07377039063898999
57061,0.0737704314716646
57062,0.07377047348842093
57063,0.07377051588512518
57064,0.07377055793012435
57065,0.07377059897283475
57066,0.07377063844663023
57067,0.07377067586728515
57068,0.0737707108282137
57069,0.07377074299362632
57070,0.07377077209054672
57071,0.07377079790043822
57072,0.07377082025100255
57073,0.07377083900855172
57074,0.07377085407122361
57075,0.073770865363212
57076,0.07377087283011298
57077,0.07377087643544544
57078,0.07377087615837909
57079,0.07377087199269533
57080,0.0737708639470067
57081,0.07377085204626638
57082,0.07377083633460467
57083,0.0737708168795266
57084,0.07377079377748955
57085,0.07377076716084144
57086,0.07377073720603085
57087,0.07377070414289014
57088,0.07377066826463315
57089,0.07377062993799534
57090,0.0737705896126817
57091,0.07377054782899237
57092,0.07377050522220721
57093,0.07377046252208952
57094,0.0737704205458022
57095,0.07377038018271645
57096,0.0737703423701252
57097,0.07377030805979765
57098,0.0737702781765858
57099,0.0737702535717554
57100,0.06363996249112885
57101,0.0636399519124975
57102,0.06363994743914406
57103,0.06363994919382804
57104,0.06363995709634047
57105,0.0636399708718913
57106,0.06363999007229248
57107,0.06364001410693923
57108,0.06364004227972872
57109,0.06364007382790834
57110,0.06364010795930444
57111,0.0636401438852346
57112,0.06364018084741566
57113,0.0636402181381467
57114,0.0636402551138431
57115,0.06364029120256318
57116,0.06364032590650281
57117,0.06364035880056823
57118,0.06364038952812556
57119,0.06364041779491796
57120,0.06364044336198352
57121,0.06364046603823544
57122,0.06364048567320107
57123,0.06364050215027259
57124,0.06364051538070721
57125,0.0636405252985269
57126,0.06364053185640617
57127,0.06364053502259796
57128,0.06364053477892695
57129,0.06364053111987146
57130,0.06364052405275689
57131,0.06364051359908901
57132,0.06364049979705928
57133,0.06364048270525395
57134,0.06364046240758406
57135,0.0636404390194203
57136,0.06364041269485583
57137,0.06364038363492189
57138,0.06364035209644087
57139,0.06364031840101173
57140,0.06364028294339039
57141,0.06364024619826655
57142,0.06364020872418248
57143,0.06364017116314342
57144,0.06364013423441034
57145,0.06364009872112959
57146,0.06364006544892536
57147,0.06364003525639678
57148,0.06364000895858804
57149,0.0636399873057931
57150,0.05388856844145404
57151,0.05388855932974466
57152,0.05388855547951902
57153,0.05388855699654527
57154,0.05388856381141947
57155,0.05388857568682532
57156,0.05388859223584934
57157,0.05388861294875892
57158,0.05388863722490443
57159,0.05388866440628044
57160,0.05388869380967832
57161,0.053888724755100384
57162,0.053888756588978085
57163,0.05388878870157382
57164,0.05388882053863406
57165,0.053888851607850674
57166,0.053888881480975356
57167,0.05388890979254818
57168,0.05388893623619059
57169,0.053888960559320145
57170,0.05388898255700689
57171,0.053889002065543125
57172,0.0538890189561549
57173,0.05388903312916
57174,0.05388904450877672
57175,0.05388905303871244
57176,0.05388905867860787
57177,0.05388906140137945
57178,0.05388906119148465
57179,0.05388905804412837
57180,0.053889051965430146
57181,0.053889042973576336
57182,0.05388903110098606
57183,0.05388901639751829
57184,0.053888998934735824
57185,0.053888978811212906
57186,0.05388895615882071
57187,0.053888931149840294
57188,0.053888904004630644
57189,0.05388887499941578
57190,0.05388884447355366
57191,0.0538888128354232
57192,0.0538887805658447
57193,0.05388874821777878
57194,0.05388871641099769
57195,0.05388868582056494
57196,0.053888657158365785
57197,0.05388863114763726
57198,0.053888608491420534
57199,0.05388858983697632
57200,0.04445065041187862
57201,0.04445064278665936
57202,0.044450639566579145
57203,0.044450640840169676
57204,0.04445064654912085
57205,0.04445065649438151
57206,0.04445067035153652
57207,0.04445068769328218
57208,0.04445070801619688
57209,0.04445073076889764
57210,0.044450755379008236
57211,0.044450781276983875
57212,0.044450807915570725
57213,0.04445083478438085
57214,0.04445086141964131
57215,0.04445088740958619
57216,0.04445091239620189
57217,0.04445093607413356
57218,0.04445095818755066
57219,0.044450978525691576
57220,0.0444509969176915
57221,0.044451013227173514
57222,0.0444510273469616
57223,0.044451039194171205
57224,0.044451048705848206
57225,0.04445105583526393
57226,0.04445106054892957
57227,0.04445106282436502
57228,0.04445106264864269
57229,0.04445106001772138
57230,0.04445105493658655
57231,0.044451047420217556
57232,0.044451037495406
57233,0.04445102520344869
57234,0.044451010603728615
57235,0.04445099377817364
57236,0.04445097483653786
57237,0.04445095392238012
57238,0.04445093121951124
57239,0.04445090695854444
57240,0.044450881423013885
57241,0.044450854954336434
57242,0.044450827954705494
57243,0.04445080088686321
57244,0.044450774269653506
57245,0.04445074866837799
57246,0.04445072467931796
57247,0.044450702908378326
57248,0.044450683944627624
57249,0.04445066833044679
57250,0.03526640872015495
57251,0.03526640259845879
57252,0.03526640001464073
57253,0.03526640103978605
57254,0.03526640562692922
57255,0.0352664136159689
57256,0.035266424746045924
57257,0.035266438673630864
57258,0.035266454994063993
57259,0.035266473264206455
57260,0.035266493024130596
57261,0.035266513816277
57262,0.035266535201095836
57263,0.03526655676875576
57264,0.03526657814696857
57265,0.03526659900530809
57266,0.035266619056595505
57267,0.03526663805600209
57268,0.03526665579851185
57269,0.035266672115323416
57270,0.035266686869677794
57271,0.03526669995249762
57272,0.03526671127812675
57273,0.03526672078037533
57274,0.03526672840900756
57275,0.03526673412675864
57276,0.035266737906931064
57277,0.035266739731598815
57278,0.035266739590435206
57279,0.03526673748017687
57280,0.035266733404736586
57281,0.03526672737598186
57282,0.03526671941519863
57283,0.03526670955525926
57284,0.035266697843505966
57285,0.035266684345341456
57286,0.03526666914848309
57287,0.035266652367779545
57288,0.035266634150406685
57289,0.03526661468114835
57290,0.035266594187331635
57291,0.035266572942833294
57292,0.03526655127042342
57293,0.03526652954159827
57294,0.035266508173018254
57295,0.03526648761876339
57296,0.03526646835789296
57297,0.03526645087727339
57298,0.03526643565029673
57299,0.03526642311286804
57300,0.026280367896677804
57301,0.026280363292611235
57302,0.026280361350126822
57303,0.026280362122691733
57304,0.026280365574892973
57305,0.026280371586144005
57306,0.026280379960013672
57307,0.026280390437855353
57308,0.026280402715035196
57309,0.02628041645799483
57310,0.02628043132058765
57311,0.02628044695850401
57312,0.02628046304104581
57313,0.026280479259936988
57314,0.026280495335207085
57315,0.0262805110184335
57316,0.02628052609377419
57317,0.026280540377281534
57318,0.02628055371498183
57319,0.02628056598015683
57320,0.026280577070194214
57321,0.026280586903297255
57322,0.026280595415271283
57323,0.02628060255654133
57324,0.026280608289504175
57325,0.02628061258627958
57326,0.026280615426898676
57327,0.026280616797950497
57328,0.026280616691698733
57329,0.02628061510567773
57330,0.026280612042777613
57331,0.026280607511831
57332,0.026280601528716196
57333,0.026280594117991295
57334,0.02628058531506776
57335,0.0262805751689175
57336,0.02628056374528065
57337,0.026280551130298063
57338,0.026280537434430654
57339,0.026280522796443828
57340,0.026280507387132813
57341,0.02628049141234908
57342,0.02628047511477502
57343,0.026280458773807296
57344,0.026280442702882663
57345,0.026280427243652208
57346,0.026280412756616855
57347,0.02628039960819656
57348,0.026280388154702045
57349,0.026280378724247398
57350,0.01744030402410978
57351,0.017440300948542042
57352,0.017440299651306113
57353,0.017440300168120322
57354,0.017440302475284667
57355,0.01744030649216183
57356,0.01744031208741838
57357,0.017440319088141518
57358,0.017440327290693135
57359,0.017440336472120805
57360,0.01744034640108158
57361,0.017440356847486363
57362,0.017440367590370553
57363,0.017440378423781565
57364,0.017440389160708433
57365,0.017440399635244797
57366,0.01744040970327438
57367,0.017440419242007274
57368,0.01744042814869117
57369,0.017440436338789604
57370,0.017440443743872467
57371,0.01744045030941297
57372,0.017440455992636567
57373,0.017440460760524922
57374,0.017440464588043963
57375,0.017440467456639245
57376,0.017440469353023888
57377,0.01744047026827312
57378,0.017440470197233417
57379,0.01744046913825226
57380,0.017440467093235087
57381,0.017440464068037818
57382,0.0174404600732049
57383,0.017440455125062652
57384,0.017440449247173598
57385,0.017440442472148016
57386,0.017440434843790625
57387,0.017440426419531953
57388,0.017440417273051935
57389,0.017440407496947682
57390,0.017440397205228407
57391,0.017440386535343484
57392,0.01744037564937359
57393,0.017440364733957187
57394,0.01744035399850638
57395,0.017440343671314737
57396,0.017440333993297835
57397,0.017440325209347837
57398,0.017440317557615673
57399,0.017440311257415214
57400,0.008696316368330412
57401,0.008696314828660345
57402,0.008696314179349728
57403,0.008696314438279892
57404,0.008696315593573149
57405,0.00869631760483629
57406,0.008696320406287848
57407,0.008696323911325724
57408,0.008696328017964897
57409,0.008696332614553734
57410,0.008696337585245836
57411,0.008696342814830558
57412,0.008696348192674641
57413,0.008696353615670144
57414,0.008696358990201429
57415,0.0086963642332271
57416,0.008696369272621848
57417,0.008696374046942687
57418,0.008696378504782049
57419,0.008696382603854046
57420,0.008696386309936778
57421,0.00869638959576796
57422,0.008696392439966743
57423,0.008696394826033356
57424,0.008696396741461125
57425,0.0086963981769825
57426,0.008696399125961726
57427,0.00869639958394115
57428,0.008696399548345193
57429,0.008696399018344946
57430,0.008696397994886708
57431,0.008696396480888668
57432,0.00869639448161072
57433,0.008696392005202303
57434,0.008696389063431202
57435,0.00869638567259134
57436,0.008696381854578635
57437,0.00869637763810958
57438,0.008696373060036282
57439,0.008696368166683791
57440,0.008696363015101032
57441,0.00869635767407793
57442,0.00869635222474344
57443,0.00869634676053003
57444,0.00869634138628123
57445,0.008696336216303018
57446,0.0086963313712291
57447,0.008696326973690712
57448,0.008696323142947927
57449,0.008696319988830397
57450,0.0
57451,0.0
57452,0.0
57453,0.0
57454,0.0
57455,0.0
57456,0.0
57457,0.0
57458,0.0
57459,0.0
57460,0.0
57461,0.0
57462,0.0
57463,0.0
57464,0.0
57465,0.0
57466,0.0
57467,0.0
57468,0.0
57469,0.0
57470,0.0
57471,0.0
57472,0.0
57473,0.0
57474,0.0
57475,0.0
57476,0.0
