,Electric potential
50335,0.0008379552606451585
50336,0.0007786849118121458
50337,0.0007181135772484676
50338,0.0006567873631832142
50339,0.000595152452618592
50340,0.0005335572196422286
50341,0.00047225785262502897
50342,0.0004114263300691557
50343,0.0003511598051168066
50344,0.0002914906907075693
50345,0.00023239696927173704
50346,0.0001738124574783529
50347,0.00011563690775102265
50348,5.7745862277588426e-05
50349,0.0
50350,0.0
50351,7.996657682247276e-05
50352,0.000141079785902302
50353,0.00020269909876336015
50354,0.0002650212056493186
50355,0.0003282174892177593
50356,0.0003924251882524453
50357,0.00045773769085403495
50358,0.0005241938791504244
50359,0.0005917665495448123
50360,0.0006603500749001851
50361,0.0007297476657172677
50362,0.0007996588311285665
50363,0.0008696679354898466
50364,0.0009392350787231302
50365,0.001007690866477328
50366,0.001074236923459389
50367,0.00113795415576154
50368,0.0011978206761639398
50369,0.0012527408497677065
50370,0.0013015859953584342
50371,0.0013432458583707149
50372,0.0013766881483524937
50373,0.0014010214741993958
50374,0.001415555353607424
50375,0.0014198501499755524
50376,0.001413750250634152
50377,0.0013973956991434604
50378,0.001371210539282928
50379,0.0013358696121495701
50380,0.0012922485929457155
50381,0.0012413639534514008
50382,0.0011843099975846361
50383,0.0011221992951631708
50384,0.0010561111832004093
50385,0.0009870510455591134
50386,0.0009159212600071366
50387,0.000843503283488457
50388,0.0007704494259601735
50389,0.0006972824083662805
50390,0.000624400710923469
50391,0.0005520878737950538
50392,0.000480524204399039
50393,0.00040979969028606287
50394,0.000339927257458719
50395,0.00027085581733236864
50396,0.00020248279098157544
50397,0.00013466597042117003
50398,6.7234656334867e-05
50399,0.0
50400,0.0
50401,9.13734021697997e-05
50402,0.00016114710513287435
50403,0.0002315607089606021
50404,0.00030286693629782215
50405,0.00037529092938134296
50406,0.000449020289963908
50407,0.0005241938791504244
50408,0.0006008892027289017
50409,0.0006791083128411653
50410,0.0007587623142837009
50411,0.0008396547886212743
50412,0.00092146475547944
50413,0.001003730185594504
50414,0.001085833558678623
50415,0.001166991491320617
50416,0.001246250980201367
50417,0.0013224952003270452
50418,0.0013944619008359484
50419,0.0014607770456459405
50420,0.001520005245471846
50421,0.001570716590097706
50422,0.0016115667683196957
50423,0.0016413842053645176
50424,0.0016592550434536917
50425,0.0016645950738787233
50426,0.0016571980816939707
50427,0.0016372528909156614
50428,0.0016053262730212174
50429,0.0015623145555194097
50430,0.0015093716425008227
50431,0.0014478239863121149
50432,0.001379083402886277
50433,0.0013045669067684989
50434,0.0012256298386978204
50435,0.001143515402080527
50436,0.0010593210044534023
50437,0.0009739798638099323
50438,0.0008882552406151265
50439,0.0008027442631343793
50440,0.0007178884192130496
50441,0.0006339881854932436
50442,0.0005512197894547373
50443,0.00046965263700801224
50444,0.00038926642215504517
50445,0.0003099673338720924
50446,0.00023160307897533228
50447,0.00015397664992680343
50448,7.685889297656002e-05
50449,0.0
50450,0.0
50451,0.00010285875908155325
50452,0.000181365140303
50453,0.0002606695019175815
50454,0.0003410919318482244
50455,0.00042292352821489637
50456,0.0005064154958096176
50457,0.0005917665495448125
50458,0.0006791083128411653
50459,0.0007684884944064883
50460,0.0008598517858240851
50461,0.000953018670331378
50462,0.001047662697873909
50463,0.0011432872878104133
50464,0.0012392037808708562
50465,0.0013345132605328516
50466,0.0014280955356822341
50467,0.0015186094810586684
50468,0.0016045094329680079
50469,0.0016840822003051465
50470,0.0017555080836806247
50471,0.001816946761162457
50472,0.00186664490569498
50473,0.0019030573365755935
50474,0.0019249684212458752
50475,0.001931596965333552
50476,0.0019226676954385068
50477,0.001898436640913259
50478,0.001859665683009203
50479,0.0018075510028590918
50480,0.0017436181220832582
50481,0.0016696004319493828
50482,0.0015873179741342424
50483,0.0014985697585422867
50484,0.0014050478183956477
50485,0.0013082761411762876
50486,0.001209573621784609
50487,0.001110037651463158
50488,0.0010105437905555653
50489,0.0009117568379086284
50490,0.0008141491133974957
50491,0.0007180225779903163
50492,0.0006235322913893276
50493,0.0005307095101821067
50494,0.0004394833937873844
50495,0.0003497007944315183
50496,0.00026114397141967964
50497,0.0001735463122758603
50498,8.660629290422405e-05
50499,0.0
50500,0.0
50501,0.00011439169392586792
50502,0.0002016801280635203
50503,0.00028995105392029064
50504,0.0003796044697354875
50505,0.000471011170196324
50506,0.0005645011980525538
50507,0.0006603500749001851
50508,0.0007587623142837011
50509,0.0008598517858240852
50510,0.0009636186359450921
50511,0.001069922717336142
50512,0.0011784538827695884
50513,0.0012887001111089268
50514,0.0013999153001160113
50515,0.00151108970120405
50516,0.001620927344440611
50517,0.0017278362590923595
50518,0.0018299385259049072
50519,0.0019251076930833408
50520,0.002011040160006602
50521,0.0020853640504092663
50522,0.002145783397142626
50523,0.002190247420576514
50524,0.0022171257921269373
50525,0.0022253638445258327
50526,0.0022145901413965765
50527,0.002185155005204745
50528,0.0021380918968212743
50529,0.0020750097533680477
50530,0.001997937685350723
50531,0.0019091496209208217
50532,0.0018109949365480637
50533,0.001705754184164959
50534,0.001595530135081279
50535,0.001482176321904321
50536,0.001367259561274096
50537,0.0012520498593710302
50538,0.0011375301759885042
50539,0.0010244190209015701
50540,0.0009132000898155929
50541,0.000804154607363732
50542,0.0006973934215227344
50543,0.0005928870385142882
50544,0.0004904926582839245
50545,0.00038997788670186223
50546,0.0002910412070333264
50547,0.00019332954199679112
50548,9.645337815964048e-05
50549,0.0
50550,0.0
50551,0.00012592759386134212
50552,0.0002220139158419014
50553,0.00031929519153290963
50554,0.000418264852233912
50555,0.0005193884937248823
50556,0.0006230921332113885
50557,0.0007297476657172677
50558,0.0008396547886212744
50559,0.000953018670331378
50560,0.001069922717336142
50561,0.0011902959956760553
50562,0.0013138752599449036
50563,0.001440162225431987
50564,0.0015683777870876083
50565,0.001697416429623033
50566,0.0018258061137107929
50567,0.0019516813546305543
50568,0.002072779678298903
50569,0.0021864734328973113
50570,0.002289848922463868
50571,0.0023798415817595387
50572,0.0024534281456503075
50573,0.0025078642131520015
50574,0.002540940135922446
50575,0.0025512144867293305
50576,0.0025381792015623187
50577,0.0025023193589163626
50578,0.002445053283717819
50579,0.0023685672882100225
50580,0.002275582086200993
50581,0.002169096787217079
50582,0.002052151215671265
50583,0.0019276336264697908
50584,0.0017981454188465478
50585,0.00166592189802503
50586,0.0015328003693526756
50587,0.0014002236038693416
50588,0.0012692667041151232
50589,0.001140677194347647
50590,0.0010149206305007678
50591,0.0008922264597212914
50592,0.0007726309037102441
50593,0.000656015185082569
50594,0.0005421384889914074
50595,0.0004306657403384585
50596,0.00032119068038467753
50597,0.0002132549364726528
50598,0.000106363868386352
50599,0.0
50600,0.0
50601,0.00013740719209135832
50602,0.00024226209849118795
50603,0.0003485530188199909
50604,0.00045688096104279895
50605,0.0005678224696577175
50606,0.0006819183214600654
50607,0.0007996588311285663
50608,0.0009214647554794398
50609,0.001047662697873909
50610,0.0011784538827695882
50611,0.0013138752599449036
50612,0.0014537522068204306
50613,0.0015976427641716418
50614,0.0017447745441463783
50615,0.0018939773907078964
50616,0.0020436177213235844
50617,0.002191544263891794
50618,0.002335059326945141
50619,0.002470933925725265
50620,0.002595487325361163
50621,0.0027047492792065227
50622,0.0027947135021065333
50623,0.002861671883876745
50624,0.002902592279205237
50625,0.0029154759099385163
50626,0.0028996165507061225
50627,0.0028556955838075024
50628,0.0027856868022673497
50629,0.002692597081660843
50630,0.0025801088344088808
50631,0.0024522020754453562
50632,0.0023128200635075024
50633,0.0021656156825324282
50634,0.0020137890591970797
50635,0.0018600078789415225
50636,0.001706392125520714
50637,0.0015545426871913272
50638,0.0014055955128273677
50639,0.0012602871877571544
50640,0.0011190222255904262
50641,0.0009819361605058977
50642,0.0008489513769238218
50643,0.0007198245593308438
50644,0.000594185854373364
50645,0.0004715705113814508
50646,0.00035144408561538665
50647,0.0002332223904050485
50648,0.00011628736986185208
50649,0.0
50650,0.0
50651,0.00014875596751711667
50652,0.00026229284097900927
50653,0.00037753489703028513
50654,0.0004952049837669372
50655,0.0006160072891354962
50656,0.000740617316535895
50657,0.0008696679354898466
50658,0.0010037301855945037
50659,0.0011432872878104133
50660,0.0012887001111089268
50661,0.001440162225431987
50662,0.001597642764171642
50663,0.0017608158114043905
50664,0.0019289761996331908
50665,0.0021009438220583763
50666,0.002274962248470443
50667,0.0024486029257817076
50668,0.002618693527847006
50669,0.0027812972538872865
50670,0.002931776769638691
50671,0.0030649777853581674
50672,0.003175557003429119
50673,0.003258451729326057
50674,0.0033094432580119807
50675,0.0033257140013786893
50676,0.003306264106877632
50677,0.0032520667572105855
50678,0.0031659127024365485
50679,0.0030519934722249686
50680,0.002915344077561663
50681,0.002761279451115632
50682,0.002594924660288424
50683,0.0024208867808847958
50684,0.0022430711381582155
50685,0.002064617183642788
50686,0.0018879190156150599
50687,0.001714696852081965
50688,0.0015460926613345947
50689,0.0013827713914823687
50690,0.0012250165262152055
50691,0.0010728141887996266
50692,0.0009259237050485821
50693,0.0007839347590293312
50694,0.000646312452023726
50695,0.0005124320755577938
50696,0.0003816055127290996
50697,0.0002531010802252911
50698,0.00012615843828709923
50699,0.0
50700,0.0
50701,0.00015988407494841111
50702,0.0002819466380968188
50703,0.00040600976210744153
50704,0.000532931859271889
50705,0.0006635613022802484
50706,0.0007987287369395364
50707,0.0009392350787231303
50708,0.0010858335586786231
50709,0.0012392037808708564
50710,0.0013999153001160117
50711,0.0015683777870876081
50712,0.0017447745441463778
50713,0.0019289761996331908
50714,0.002120432224668505
50715,0.0023180400696633107
50716,0.0025199960049432334
50717,0.002723639082220694
50718,0.0029253107018779785
50719,0.0031202668068966745
50720,0.003302695241004107
50721,0.0034659010193430354
50722,0.00360271617098012
50723,0.003706154765931443
50724,0.0037702595057274844
50725,0.0037909859095974488
50726,0.0037668892063855747
50727,0.0036993857190812905
50728,0.0035924912852856525
50729,0.0034521341688382324
50730,0.003285270674328878
50731,0.003099038353109324
50732,0.0029001007676398146
50733,0.002694237434325233
50734,0.0024861583316890513
50735,0.0022794863145551613
50736,0.002076844686516694
50737,0.0018799973944929234
50738,0.001690004826947543
50739,0.0015073727345908847
50740,0.0013321828624556517
50741,0.0011642012170406792
50742,0.0010029641827574403
50743,0.0008478448596312174
50744,0.0006981028167707718
50745,0.000552920529171067
50746,0.0004114294737499458
50747,0.00027272843567284976
50748,0.00013589614595481636
50749,0.0
50750,0.0
50751,0.00017068694636245734
50752,0.00030103727409711516
50753,0.0004337061941411454
50754,0.0005697000495505379
50755,0.0007100268648814472
50756,0.0008556922529175635
50757,0.0010076908664773277
50758,0.0011669914913206173
50759,0.0013345132605328516
50760,0.00151108970120405
50761,0.001697416429623033
50762,0.0018939773907078966
50763,0.0021009438220583763
50764,0.0023180400696633107
50765,0.002544371798480702
50766,0.002778216313145043
50767,0.003016783436855842
50768,0.0032559707555817434
50769,0.0034901604111605995
50770,0.0037121346209562354
50771,0.003913215957245994
50772,0.004083747995375298
50773,0.004213993230060839
50774,0.004295409562964736
50775,0.004322077184732697
50776,0.004291861300003534
50777,0.004206866544602206
50778,0.004072982346222828
50779,0.003898719975206484
50780,0.0036937854341403406
50781,0.0034678027357655915
50782,0.0032294157440842172
50783,0.0029858072737513498
50784,0.0027425585467552777
50785,0.0025037333959721593
50786,0.0022720811813756988
50787,0.002049281240657125
50788,0.001836181690741556
50789,0.0016330087740562462
50790,0.0014395383038053905
50791,0.0012552294971967333
50792,0.001079325660323471
50793,0.0009109276085145384
50794,0.0007490456582854804
50795,0.000592635319882969
50796,0.0004406209107368175
50797,0.0002919104324949415
50798,0.00014540430888855017
50799,0.0
50800,0.0
50801,0.00018104669342976546
50802,0.00031935423082356165
50803,0.00046031564330719336
50804,0.0006050952563858376
50805,0.0007548740063811001
50806,0.0009108503453238156
50807,0.0010742369234593894
50808,0.0012462509802013673
50809,0.0014280955356822341
50810,0.001620927344440611
50811,0.0018258061137107926
50812,0.0020436177213235852
50813,0.002274962248470443
50814,0.002519996004943234
50815,0.002778216313145043
50816,0.003048180414238841
50817,0.0033271584428059054
50818,0.0036107392854978285
50819,0.003892442167112562
50820,0.004163438594572607
50821,0.004412552639796249
50822,0.004626756860665989
50823,0.0047923618222867875
50824,0.004896934067098506
50825,0.00493163104252851
50826,0.004893221928110656
50827,0.004784905759425424
50828,0.004615493055027143
50829,0.004397384737398457
50830,0.004144236947775892
50831,0.0038690428101041505
50832,0.00358294263259606
50833,0.003294727695471747
50834,0.0030108396597987377
50835,0.00273564829533076
50836,0.0024718395434720195
50837,0.0022208092820790826
50838,0.0019830099460344487
50839,0.001758231185818784
50840,0.0015458146160463758
50841,0.0013448112900013864
50842,0.00115409313503884
50843,0.0009724291752046177
50844,0.0007985357341875494
50845,0.0006311078987360009
50846,0.00046883776550013984
50847,0.00031042355058934256
50848,0.00015457253329354277
50849,0.0
50850,0.0
50851,0.00019083441221947958
50852,0.00033666674340572305
50853,0.0004854981535818899
50854,0.0006386576366670465
50855,0.0007975087901593981
50856,0.0009634571731857108
50857,0.00113795415576154
50858,0.0013224952003270452
50859,0.0015186094810586684
50860,0.0017278362590923597
50861,0.0019516813546305543
50862,0.0021915442638917944
50863,0.002448602925781708
50864,0.0027236390822206946
50865,0.003016783436855842
50866,0.0033271584428059054
50867,0.0036524016896372206
50868,0.003988071804081944
50869,0.004326982332580992
50870,0.0046585890966183985
50871,0.00496867643484128
50872,0.005239720940490323
50873,0.0054523686512952954
50874,0.005588275502671531
50875,0.0056339620580599875
50876,0.005584414456147397
50877,0.005444613253348979
50878,0.005228004305799738
50879,0.004952897543067181
50880,0.004638611951617544
50881,0.004302634824623407
50882,0.00395914426045681
50883,0.0036186450950306164
50884,0.0032882823065922603
50885,0.0029724532799119416
50886,0.002673473510999256
50887,0.0023921702561364487
50888,0.0021283586515179445
50889,0.0018811983830098727
50890,0.001649447929622884
50891,0.0014316385438458278
50892,0.0012261887583538385
50893,0.0010314764705926013
50894,0.0008458815982213522
50895,0.0006678087596874323
50896,0.0004956966485772398
50897,0.00032801870520069804
50898,0.00016327822037864214
50899,0.0
50900,0.0
50901,0.0001999134395260735
50902,0.0003527296111588222
50903,0.0005088907954631204
50904,0.0006698929069025992
50905,0.0008372870549577874
50906,0.0010126947178664934
50907,0.0011978206761639398
50908,0.0013944619008359484
50909,0.0016045094329680083
50910,0.0018299385259049079
50911,0.0020727796782989034
50912,0.002335059326945141
50913,0.0026186935278470066
50914,0.002925310701877979
50915,0.0032559707555817434
50916,0.0036107392854978285
50917,0.003988071804081944
50918,0.004383974243992066
50919,0.004790951373624624
50920,0.005196862788770337
50921,0.005584005900825151
50922,0.005929031629060133
50923,0.00620455543558604
50924,0.006383231478371427
50925,0.006444119304314237
50926,0.006379237336335684
50927,0.006196532451101288
50928,0.005916910100547138
50929,0.005567680519732513
50930,0.005176191720030998
50931,0.004765755009140607
50932,0.004354033611103714
50933,0.003953126605810437
50934,0.0035704855437144107
50935,0.0032100580220327116
50936,0.0028733387950490505
50937,0.0025602087458441326
50938,0.0022695500777592833
50939,0.0019996714588787308
50940,0.0017485881702850041
50941,0.001514198537260264
50942,0.00129438931928305
50943,0.001087093967986346
50944,0.000890320409972333
50945,0.000702159571959368
50946,0.0005207820094132217
50947,0.00034442736383297526
50948,0.0001713896202789592
50949,0.0
50950,0.0
50951,0.00020814353611346768
50952,0.0003672907358394763
50953,0.0005301188155702285
50954,0.0006982874493005835
50955,0.0008735338701854037
50956,0.0010576969468222177
50957,0.0012527408497677067
50958,0.0014607770456459403
50959,0.0016840822003051465
50960,0.0019251076930833406
50961,0.0021864734328973113
50962,0.0024709339257252645
50963,0.0027812972538872856
50964,0.0031202668068966745
50965,0.0034901604111605995
50966,0.003892442167112563
50967,0.004326982332580993
50968,0.004790951373624625
50969,0.005277282952499898
50970,0.005772759648260888
50971,0.006256063675082542
50972,0.006696659730056632
50973,0.0070560545121737765
50974,0.0072932929897620916
50975,0.007375342276808243
50976,0.00728918235516855
50977,0.007047797290108256
50978,0.00668418369052288
50979,0.006239259657445443
50980,0.005751480568239352
50981,0.005251342454062578
50982,0.004760122104391411
50983,0.004290993815018266
50984,0.0038509782307969663
50985,0.0034428561434804864
50986,0.003066704970539724
50987,0.0027210041090720916
50988,0.002403374383085412
50989,0.0021110454488981936
50990,0.0018411358034997995
50991,0.0015908100682596083
50992,0.0013573588786742218
50993,0.0011382315150963147
50994,0.000931040585436477
50995,0.0007335507786048019
50996,0.0005436589641074835
50997,0.00035936990151359187
50998,0.00017876994728242753
50999,0.0
51000,0.0
51001,0.00021538587879582565
51002,0.00038010018518044896
51003,0.0005488092393922769
51004,0.0007233271391496904
51005,0.0009055684949080575
51006,0.00109758201671915
51007,0.0013015859953584346
51008,0.001520005245471846
51009,0.0017555080836806243
51010,0.002011040160006602
51011,0.002289848922463868
51012,0.002595487325361163
51013,0.0029317767696386905
51014,0.003302695241004107
51015,0.0037121346209562354
51016,0.004163438594572608
51017,0.0046585890966184
51018,0.005196862788770338
51019,0.005772759648260889
51020,0.006373090270027801
51021,0.006973450865823336
51022,0.0075351379377111075
51023,0.008004968613259882
51024,0.008321884787318712
51025,0.008433349745701977
51026,0.008317674986588752
51027,0.007996511966976205
51028,0.007522360010809103
51029,0.006956239136428205
51030,0.006351293070107185
51031,0.005746184723665211
51032,0.005165275454123545
51033,0.004621709953125973
51034,0.004120940770496998
51035,0.0036636404850058876
51036,0.0032477725278766993
51037,0.0028699340440798905
51038,0.0025261686959063105
51039,0.0022124278980015307
51040,0.0019248125208314543
51041,0.0016596836130854066
51042,0.0014136981373671074
51043,0.0011838037170266854
51044,0.0009672123626855986
51045,0.0007613645171562849
51046,0.0005638895798248682
51047,0.00037256602447432167
51048,0.00018528246208491283
51049,0.0
51050,0.0
51051,0.00022150863902735835
51052,0.0003909203816139323
51053,0.0005646063447598304
51054,0.0007445191316304487
51055,0.0009327339249432184
51056,0.0011314915243554235
51057,0.0013432458583707149
51058,0.001570716590097706
51059,0.001816946761162457
51060,0.0020853640504092663
51061,0.0023798415817595387
51062,0.0027047492792065236
51063,0.0030649777853581674
51064,0.0034659010193430354
51065,0.003913215957245993
51066,0.00441255263979625
51067,0.004968676434841281
51068,0.005584005900825152
51069,0.006256063675082543
51070,0.006973450865823336
51071,0.007710220343323417
51072,0.008419590245474227
51073,0.009030386056749499
51074,0.00945324828665291
51075,0.009604972982862135
51076,0.009448957288140726
51077,0.009021766099385766
51078,0.008406565044832264
51079,0.0076926745570431165
51080,0.006951228976778899
51081,0.0062289684717542065
51082,0.00555179652754417
51083,0.004931065976214861
51084,0.004369205194132237
51085,0.003863743142851976
51086,0.0034098578447702855
51087,0.003001857799513415
51088,0.0026339788991760794
51089,0.0023007734744659855
51090,0.001997269417981717
51091,0.001719006348093083
51092,0.0014620101916065077
51093,0.0012227400623803994
51094,0.0009980253622774342
51095,0.0007850020369825448
51096,0.0005810519681369127
51097,0.0003837468237025979
51098,0.00019079630099536217
51099,0.0
51100,0.0
51101,0.00022639282390509824
51102,0.0003995368194342681
51103,0.0005771880971661819
51104,0.0007614153320345414
51105,0.0009544293201324269
51106,0.001158634606494918
51107,0.0013766881483524937
51108,0.0016115667683196957
51109,0.00186664490569498
51110,0.002145783397142626
51111,0.0024534281456503075
51112,0.002794713502106534
51113,0.0031755570034291193
51114,0.0036027161709801204
51115,0.004083747995375298
51116,0.004626756860665988
51117,0.005239720940490323
51118,0.0059290316290601325
51119,0.006696659730056631
51120,0.0075351379377111075
51121,0.008419590245474227
51122,0.009297082477969357
51123,0.0100770365110002
51124,0.0106336081718197
51125,0.010838210693550275
51126,0.010629254491390678
51127,0.010068290464612866
51128,0.009283866315814647
51129,0.008401786389101384
51130,0.007512587816117756
51131,0.00666916219477868
51132,0.0058963409186067045
51133,0.005201544155298
51134,0.004582750899278686
51135,0.0040335158903981
51136,0.0035458027490314283
51137,0.00311144377624273
51138,0.002722812675395773
51139,0.002373075607450984
51140,0.0020562305169962943
51141,0.0017670489388449545
51142,0.00150097961335852
51143,0.001254043150350726
51144,0.001022731027909134
51145,0.0008039140154559926
51146,0.0005947610551867092
51147,0.00039266773811967717
51148,0.0001951927027466429
51149,0.0
51150,0.0
51151,0.0002299379732434074
51152,0.0004057685515209278
51153,0.0005862823589188314
51154,0.000773635812710474
51155,0.0009701428545038481
51156,0.0011783334766304128
51157,0.0014010214741993958
51158,0.0016413842053645176
51159,0.0019030573365755937
51160,0.002190247420576514
51161,0.0025078642131520015
51162,0.002861671883876745
51163,0.003258451729326057
51164,0.003706154765931442
51165,0.004213993230060839
51166,0.0047923618222867875
51167,0.0054523686512952954
51168,0.006204555435586038
51169,0.007056054512173776
51170,0.008004968613259882
51171,0.0090303860567495
51172,0.010077036511000202
51173,0.011037465712097788
51174,0.011745616860612445
51175,0.012013590626177304
51176,0.011741219455907486
51177,0.011028631693768264
51178,0.01006368707118424
51179,0.009012402001352655
51180,0.007982189162671707
51181,0.0070282756673031785
51182,0.006171527877809996
51183,0.005413795135133589
51184,0.004747894008403743
51185,0.004163227893115361
51186,0.00364862929631403
51187,0.0031936388292759022
51188,0.002788973336042681
51189,0.002426603572320403
51190,0.002099661445745446
51191,0.001802285939176545
51192,0.0015294586381555527
51193,0.0012768504215536817
51194,0.0010406866272850757
51195,0.0008176314380668959
51196,0.0006046894559412757
51197,0.0003991214601422544
51198,0.0001983711728687043
51199,0.0
51200,0.0
51201,0.00023206726154116644
51202,0.0004094775948967383
51203,0.0005916815144642246
51204,0.0007808901364590498
51205,0.000979481995201553
51206,0.0011900660424604618
51207,0.001415555353607424
51208,0.0016592550434536915
51209,0.0019249684212458754
51210,0.0022171257921269373
51211,0.002540940135922446
51212,0.002902592279205237
51213,0.0033094432580119807
51214,0.0037702595057274844
51215,0.0042954095629647365
51216,0.004896934067098505
51217,0.005588275502671531
51218,0.006383231478371427
51219,0.00729329298976209
51220,0.00832188478731871
51221,0.00945324828665291
51222,0.0106336081718197
51223,0.011745616860612445
51224,0.012590263219963212
51225,0.012919838386719843
51226,0.012585841375270601
51227,0.011736733649427369
51228,0.010620184153281014
51229,0.00943516329882996
51230,0.00829897672523717
51231,0.007265356140001741
51232,0.006350014377733545
51233,0.0055494782782475605
51234,0.00485220520339176
51235,0.0042443420280557035
51236,0.0037123861522581555
51237,0.0032442313952858667
51238,0.0028294372890697085
51239,0.0024591579762016104
51240,0.0021259441957919155
51241,0.0018235165554457702
51242,0.0015465513376861182
51243,0.0012904931377339022
51244,0.0010513965491749729
51245,0.0008257941730428345
51246,0.0006105865821864193
51247,0.0004029496594025648
51248,0.00020025505812711525
51249,0.0
51250,0.0
51251,0.0002327315608530158
51252,0.00041057641289495776
51253,0.0005932541490333281
51254,0.0007829944969168662
51255,0.0009821980630504734
51256,0.0011935008739246875
51257,0.0014198501499755524
51258,0.0016645950738787233
51259,0.001931596965333552
51260,0.0022253638445258322
51261,0.0025512144867293305
51262,0.0029154759099385163
51263,0.0033257140013786893
51264,0.0037909859095974483
51265,0.004322077184732698
51266,0.00493163104252851
51267,0.0056339620580599875
51268,0.006444119304314237
51269,0.007375342276808243
51270,0.008433349745701977
51271,0.009604972982862137
51272,0.010838210693550277
51273,0.012013590626177304
51274,0.012919838386719843
51275,0.013280415827961179
51276,0.01291541159066862
51277,0.012004697415594692
51278,0.010824771431198182
51279,0.009586867204617874
51280,0.0084104149291874
51281,0.00734737216303593
51282,0.006410861739456177
51283,0.005595116312140096
51284,0.00488684454999194
51285,0.004270941637974109
51286,0.0037330326200510464
51287,0.0032604084229568555
51288,0.0028422111955415928
51289,0.0024693039190863126
51290,0.0021340319463049257
51291,0.001829969048421437
51292,0.0015516849315833016
51293,0.001294545525590463
51294,0.0010545462506415175
51295,0.0008281742084790614
51296,0.0006122940537998285
51297,0.00040405238343219725
51298,0.00020079600088919648
51299,0.0
51300,0.0
51301,0.00023191208675965922
51302,0.0004090327556977965
51303,0.0005909526074982958
51304,0.000779882851820556
51305,0.000978202276181059
51306,0.001188520218112845
51307,0.0014137502506341517
51308,0.0016571980816939707
51309,0.001922667695438507
51310,0.002214590141396577
51311,0.002538179201562319
51312,0.002899616550706123
51313,0.003306264106877632
51314,0.0037668892063855743
51315,0.004291861300003535
51316,0.004893221928110655
51317,0.005584414456147395
51318,0.006379237336335684
51319,0.007289182355168549
51320,0.008317674986588752
51321,0.009448957288140727
51322,0.010629254491390678
51323,0.011741219455907486
51324,0.012585841375270601
51325,0.012915411590668622
51326,0.012581429193778861
51327,0.011732355596473502
51328,0.010615859562107388
51329,0.009430911196134066
51330,0.008294815710757021
51331,0.007261304273666745
51332,0.006346089076241146
51333,0.005545696222553989
51334,0.004848582258190372
51335,0.004240893173877542
51336,0.003709125430386545
51337,0.003241171865248959
51338,0.002826590998079679
51339,0.002456535939561762
51340,0.00212355638700534
51341,0.0018213719045402348
51342,0.001544657736124349
51343,0.0012888574482078008
51344,0.0010500246185843165
51345,0.0008246908470284637
51346,0.0006097557197171843
51347,0.00040239414609510296
51348,0.00019997681719788918
51349,0.0
51350,0.0
51351,0.0002296213708739766
51352,0.00040487137362339856
51353,0.000584815636892049
51354,0.0007716108000043743
51355,0.0009675713376351166
51356,0.0011752280347034562
51357,0.0013973956991434602
51358,0.0016372528909156616
51359,0.001898436640913259
51360,0.0021851550052047457
51361,0.002502319358916363
51362,0.002855695583807503
51363,0.003252066757210586
51364,0.0036993857190812905
51365,0.004206866544602205
51366,0.004784905759425423
51367,0.005444613253348979
51368,0.006196532451101288
51369,0.007047797290108255
51370,0.007996511966976205
51371,0.009021766099385767
51372,0.010068290464612866
51373,0.011028631693768264
51374,0.011736733649427369
51375,0.012004697415594692
51376,0.011732355596473504
51377,0.011019836431427114
51378,0.010054999286509887
51379,0.009003859954919896
51380,0.007973830251479665
51381,0.0070201361966808155
51382,0.006163642852594506
51383,0.00540619807314903
51384,0.004740616778416
51385,0.0041563005785397195
51386,0.00364208008504441
51387,0.003187493929129247
51388,0.0027832569145042974
51389,0.002421337718567164
51390,0.0020948661523385284
51391,0.001797979100371288
51392,0.0015256560614831055
51393,0.0012735658491897501
51394,0.0010379317637304807
51395,0.0008154159808117063
51396,0.0006030211260529065
51397,0.00039800603008859444
51398,0.00019781248933919374
51399,0.0
51400,0.0
51401,0.000225902464111731
51402,0.00039817242812586757
51403,0.0005749658280663544
51404,0.0007583517560700947
51405,0.0009505418718184965
51406,0.0011539419599279712
51407,0.001371210539282928
51408,0.0016053262730212174
51409,0.001859665683009203
51410,0.0021380918968212747
51411,0.0024450532837178196
51412,0.0027856868022673497
51413,0.003165912702436548
51414,0.003592491285285651
51415,0.0040729823462228275
51416,0.004615493055027141
51417,0.005228004305799736
51418,0.0059169101005471375
51419,0.006684183690522879
51420,0.007522360010809103
51421,0.008406565044832264
51422,0.009283866315814649
51423,0.010063687071184243
51424,0.010620184153281018
51425,0.01082477143119818
51426,0.010615859562107388
51427,0.010054999286509885
51428,0.009270737749017028
51429,0.008388878346160585
51430,0.0074999568896771856
51431,0.006656863309358515
51432,0.005884427012373434
51433,0.005190065896488599
51434,0.004571756440617006
51435,0.004023050663434892
51436,0.0035359092989234566
51437,0.003102161636122461
51438,0.0027141782782276677
51439,0.002365122232171701
51440,0.002048988264832666
51441,0.0017605447350222208
51442,0.0014952372289672915
51443,0.0012490832389373508
51444,0.0010185711713823695
51445,0.0008005687741447321
51446,0.0005922420173126471
51447,0.00039098356453349956
51448,0.00019434916348274323
51449,0.0
51450,0.0
51451,0.00022082645084127355
51452,0.00038906676489340423
51453,0.0005616021338382346
51454,0.0007403858640591828
51455,0.0009274944019317241
51456,0.0011251702892750388
51457,0.0013358696121495701
51458,0.0015623145555194097
51459,0.001807551002859092
51460,0.0020750097533680477
51461,0.0023685672882100225
51462,0.0026925970816608436
51463,0.0030519934722249686
51464,0.0034521341688382315
